smiles,logS,weight
CC(C)(C)c1cccc(C(C)(C)C)c1O,-4.92,0.425
CC(C)(C)c1cccc(O)c1,-1.86,0.425
CC(C)(C)c1ccccc1,-3.65945,1
CC(C)(C)c1ccccc1O,-2.33,0.425
CC(C)(C)c1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,-3.74,1
CC(C)(CCC(C)(C)CC(=O)O)CC(=O)O,-3.13,0.425
CC(C)(CO)C(O)C(=O)NCCC(=O)O,0.659,0.425
CC(C)(CO)C(O)C(=O)NCCCO,0.688,0.425
CC(C)(CO)[N+](=O)[O-],1.47,0.425
CC(C)(COCc1cccc(Oc2ccccc2)c1)c1ccc(OC(F)(F)Br)cc1,-9.98,0.425
CC(C)(N)C(=O)O,0.245,0.425
CC(C)(NC(N)=O)C(=O)O,-1.16,0.425
CC(C)(O)C(Cl)(Cl)Cl,-1.34784,0.925
CC(C)(O)CC(C)(O)c1cccc2ccccc12,-3.24,0.425
CC(C)(O)CCCC1=CCC(C=O)CC1,-1.54,0.425
CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,-1.94216,0.925
CC(C)(O)CCl,0.16,0.425
CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,-5.77,0.425
CC(C)(S(C)(=O)=O)S(C)(=O)=O,-1.45,0.425
CC(C)(S)C(N)C(=O)O,-0.129118,1
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,-4.12,0.425
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,-3.058,1
CC(C)/C=C/CC(=O)O,-1.15,0.425
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,-4.95081,0.925
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-7.56,0.160377
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,-5.24,0.839623
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,-6.5,0.425
CC(C)=CC=C(C)C,-3.54,0.425
CC(C)=CCC/C(C)=C/C=O,-2.06,0.425
CC(C)=CCC/C(C)=C\CO,-2.46,0.875
CC(C)=CCC1(C(C)C)C(=O)NC(=O)NC1=O,-2.59154,0.875
CC(C)=NNC(N)=O,-0.267,0.425
CC(C)=O,1.23784,0.925
CC(C)Br,-1.60356,1
CC(C)C,-3.07719,0.518182
CC(C)C,-2.55,0.481818
CC(C)C(=O)C(C)C,-1.30073,1
CC(C)C(=O)O,0.279118,1
CC(C)C(=O)Oc1ccc([N+](=O)[O-])cc1,-3.96,0.425
CC(C)C(Br)C(=O)O,-1.1,0.425
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccc(Br)cc2)c1)c1ccc(OC(F)F)cc1,-8.17,0.425
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,-6.87724,1
CC(C)C(C)(C)C,-4.36,0.875
CC(C)C(C)(C)O,-0.407427,1
CC(C)C(C)C,-3.62564,1
CC(C)C(C)C(C)C,-4.74673,1
CC(C)C(C)CO,-0.387571,0.875
CC(C)C(C)O,-0.194072,1
CC(C)C(N)C(=O)NCC(=O)O,0.458,0.425
CC(C)C(N)C(=O)O,-0.249,0.425
CC(C)C(NC(=O)CN)C(=O)O,0.458,0.425
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.17735,1
CC(C)C(O)C#N,0.305,0.425
CC(C)C(O)C(C)(C)CO,-0.886,0.425
CC(C)C(O)C(C)C,-1.22,1
CC(C)C1(Br)C(=O)NC(=O)NC1=O,-2.21,0.425
CC(C)C1(C(C)C)C(=O)NC(=O)NC1=O,-2.76794,0.875
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,-3.8,0.875
CC(C)C1CCC(N=O)C(N=O)C1,-2.39,0.425
CC(C)C1NC(=O)CNC1=O,-0.893,0.425
CC(C)C1OC(=O)c2ccccc21,-2.26,0.425
CC(C)C1OCCO1,-0.0651,0.425
CC(C)CBr,-2.43055,1
CC(C)CC(=O)CC(C)C,-1.73054,0.925
CC(C)CC(=O)Oc1ccc([N+](=O)[O-])cc1,-4.39,0.425
CC(C)CC(C)(C)C,-4.74218,1
CC(C)CC(C)(C)O,-0.931233,1
CC(C)CC(C)C,-4.26027,1
CC(C)CC(C)CO,-1.6,0.875
CC(C)CC(C)O,-0.797932,1
CC(C)CC(N)C(=O)NC(C)C(=O)NCC(=O)O,-0.895,0.425
CC(C)CC(N)C(=O)NC(CCC(=O)O)C(=O)O,-0.897,0.425
CC(C)CC(N)C(=O)NC(CCC(N)=O)C(=O)O,-1.57,0.425
CC(C)CC(N)C(=O)O,-0.814865,0.925
CC(C)CC(O)CC(C)C,-2.23757,0.925
CC(C)CC(c1ccc(O)cc1)c1ccc(O)cc1,-3.37,0.425
CC(C)CC1OCCO1,-0.37,0.425
CC(C)CC=O,-0.789,0.425
CC(C)CCBr,-2.88891,1
CC(C)CCC(C)(C)C,-5.04891,1
CC(C)CCC(C)O,-1.38,1
CC(C)CCCC(C)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,-6.805,0.425
CC(C)CCCCCO,-2.3,0.425
CC(C)CCCCCOC(=O)c1ccccc1C(=O)OCCCCCC(C)C,-6.63846,0.875
CC(C)CCCO,-1.13942,1
CC(C)CCO,-0.517144,1
CC(C)CCOC(=O)c1ccccc1O,-3.15891,1
CC(C)CCOC=O,-1.53136,1
CC(C)CCOCC(O)CO,-1.21,0.425
CC(C)CCOCC(O)COCCC(C)C,-1.37,0.425
CC(C)CCO[N+](=O)[O-],-2.48,0.425
CC(C)CCl,-2,1
CC(C)CN,1.13784,0.925
CC(C)CN1CCOCC1,-0.709,0.425
CC(C)CNC(=O)N1CCNC1=O,-2.15,1
CC(C)CNCC(C)C,-1.77,0.425
CC(C)CO,0.0611353,1
CC(C)COC(=O)C(C)(C)O,-0.728,0.425
CC(C)COC(=O)C(C)C,-2.34649,0.925
CC(C)COC(=O)c1c(C(=O)O)cccc1[N+](=O)[O-],-3.05,0.425
CC(C)COC(=O)c1ccc(N)cc1,-2.94216,0.925
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-4.65632,1
CC(C)COC(N)=O,-0.3,0.875
CC(C)COC=O,-1.00753,1
CC(C)COc1ccc2ccccc2c1,-5.21,0.425
CC(C)Cc1ccc(C(C)C(=O)NO)cc1,-3.04,0.875
CC(C)Cc1ccc(C(C)C(=O)O)cc1,-3.99,0.875
CC(C)Cc1ccccc1,-4.12,1
CC(C)Cc1ncc[nH]1,-1.05,0.425
CC(C)Cl,-1.40719,1
CC(C)I,-2.08777,1
CC(C)N(C(=O)CCl)c1ccccc1,-2.48027,1
CC(C)N(C(=O)COC(=O)c1ccccc1)C(C)C,-3.34,0.425
CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C,-4.29,0.425
CC(C)N(C(=O)SC/C(Cl)=C\Cl)C(C)C,-4.08,0.425
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,-4.88,1
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.14996,1
CC(C)N(C)C,1.06,0.425
CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,-2.47,0.425
CC(C)N(N=O)C(C)C,-1.00054,0.925
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,-2.68073,1
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,-4.37794,0.875
CC(C)NC(C)C,0.0361378,0.925
CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,-1.3,0.425
CC(C)NP(=O)(F)NC(C)C,-0.357,0.425
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.42918,1
CC(C)O,0.43,0.636364
CC(C)O,1.221,0.363636
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,-3.77189,0.925
CC(C)OC(=O)C(C)(C)O,0.0112,0.425
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,-4.43189,0.925
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93082,1
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-4.53,1
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1cccc(Cl)c1,-4.53,0.875
CC(C)OC(=O)C1(S(=O)(=O)c2ccc(Cl)cc2)CC1,-3.54,0.425
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1,-4.26,0.425
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCC1,-3.76,0.425
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCCCC1,-4.88,0.425
CC(C)OC(=O)C1(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CCCCCC1,-5.07,0.425
CC(C)OC(=O)Nc1cccc(Cl)c1,-3.38,1
CC(C)OC(=O)Nc1ccccc1,-3.00054,0.925
CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,-5.04,0.425
CC(C)OC(=O)c1ccc(N)cc1,-2.61,0.425
CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,-2.87838,0.925
CC(C)OC(C)(C)C,-2.36784,0.925
CC(C)OC(C)C,-1.708,0.273973
CC(C)OC(C)C,-1.1,0.726027
CC(C)OC=O,-0.629636,1
CC(C)OCC(O)COC(C)C,0.0549,0.425
CC(C)OCCO,0.982,0.925
CC(C)OP(=O)(F)OC(C)C,-1.08,0.425
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,-2.85892,0.925
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2,1
CC(C)OP(C)(=O)F,0.854,0.425
CC(C)OP(C)(=O)OC(C)C,-0.0518162,0.925
CC(C)O[N+](=O)[O-],-1.46,0.425
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.6923,1
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,-4.56784,0.925
CC(C)SC(C)C,-2.24,0.875
CC(C)[N+](=O)[O-],-0.624103,1
CC(C)c1ccc(C(=O)O)cc1,-3.03784,0.925
CC(C)c1ccc(NC(=O)N(C)C)cc1,-3.53792,1
CC(C)c1ccccc1,-3.27719,1
CC(C)c1ccccc1Br,-4.19,0.425
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,-3.09,0.425
CC(CC(C)(C(=O)O)C(=O)O)C(=O)O,-0.109,0.425
CC(CC(C)C(=O)O)C(=O)O,-0.456,0.425
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-5.15,0.875
CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,-4.35,0.425
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-3.36927,1
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.89059,1
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CC(O)C12C,-4.35,0.875
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,-3.82,0.875
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,-3.95145,1
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,-6,0.925
CC(CCC(=O)O)NC(=O)c1ccccc1,-1.69,0.425
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,-3.45,0.425
CC(CCl)OC(C)CCl,-2.00162,0.925
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,-2.44,0.425
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,-4.26,1
CC(CN=O)N=O,-0.346,0.425
CC(CO)(CO)[N+](=O)[O-],0.772,0.425
CC(C[N+](C)(C)C)OC(N)=O,0.502,0.425
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1,-3.82,0.425
CC(Cl)(Cl)C(=O)O,0.545,0.925
CC(Cl)(Cl)Cl,-1.98394,1
CC(Cl)C(C)(C)Cl,-2.69,0.875
CC(Cl)C(C)(C)O,-0.293,0.425
CC(Cl)C(C)Cl,-2.54714,1
CC(Cl)C(Cl)(Cl)C(O)O,-0.867,0.425
CC(Cl)C(Cl)Cl,-1.89,0.425
CC(Cl)CCl,-1.60223,1
CC(Cl)Cl,-1.29027,1
CC(Cl)[N+](=O)[O-],-1.44,0.425
CC(F)(Cl)Cl,-2.44,0.425
CC(F)(F)Cl,-1.86,0.425
CC(F)F,-1.3127,0.925
CC(N)(C(=O)O)c1ccccc1,-0.537,0.425
CC(N)(CO)CO,0.978,0.425
CC(N)=O,1.58027,1
CC(N)=S,0.336,0.925
CC(N)C(=O)O,0.269541,0.925
CC(N)C(C)(C)C,0.986,0.425
CC(N)C(O)C(=O)O,-0.353,0.425
CC(N)C(O)c1ccccc1,-0.879,0.425
CC(N)CC(=O)O,1.039,1
CC(N)c1ccccc1,-0.46,0.925
CC(N=O)C(C)N=O,-2.29,0.425
CC(NC(=O)/C=C/C(=O)O)C(=O)O,-0.971,0.425
CC(NC(=O)C(Br)C(C)C)C(=O)O,-0.482,0.425
CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(=O)O)C(=O)O,0.49,0.425
CC(NC(=O)COC(=O)c1ccccc1)C(N)=O,-2.72,0.425
CC(NC(=O)c1ccccc1)C(=O)O,-1.68,0.425
CC(NC(N)=O)NC(N)=O,-0.592,0.425
CC(NC=O)C(=O)O,0.0106,0.425
CC(NCCC#N)C(=O)O,-0.0066,0.425
CC(O)(CCl)CCl,-0.182,0.425
CC(O)(P(=O)(O)O)P(=O)(O)O,0.525,0.425
CC(O)C(=O)O,-0.47,0.2125
CC(O)C(=O)O,1.01696,0.7125
CC(O)C(C)(C)C,-0.621329,1
CC(O)C(C)C=O,-0.491,0.425
CC(O)C(C)Cl,-0.212,0.425
CC(O)C(C)O,1.0473,0.925
CC(O)C(F)(F)F,0.3,0.875
CC(O)C(N)C(=O)O,-0.0834777,1
CC(O)C([N+](=O)[O-])[N+](=O)[O-],0.0789,0.425
CC(O)CC=O,1.05,0.425
CC(O)CCCC=O,-0.463,0.425
CC(O)CCOCCC(C)O,0.79,0.425
CC(O)CN(CC(C)O)CC(C)O,0.637,0.425
CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0.534,0.425
CC(O)CNCC(C)O,0.813622,0.925
CC(O)CNCCN,0.927,0.425
CC(O)CO,1.11946,0.925
CC(O)COC(C)CO,0.872,0.425
CC(O)COCc1c(Cl)ccc(Cl)c1Cl,-3.57,0.425
CC(O)COc1ccccc1,-1.14,0.425
CC(O)c1ccccc1,-0.955283,1
CC(OP(C)(=O)F)C(C)(C)C,-0.938,0.925
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,-3.52892,0.925
CC(Oc1ccc(Cl)cc1)C(=O)O,-2.14,0.425
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,-2.61182,1
CC(Oc1ccc2ccccc2c1)/C(O)=N/c1ccccc1,-5.59,0.425
CC(Oc1cccc(Cl)c1)C(=O)O,-2.22,0.425
CC(Oc1ccccc1Cl)C(=O)O,-2.22,0.875
CC(S(C)(=O)=O)S(C)(=O)=O,-1.42,0.425
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.21,0.425
CC/C(=C(\CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.35,0.425
CC/C=C/C(=O)O,-0.202,0.425
CC1(C#N)CCCC1=O,0.909,0.425
CC1(C(=O)O)CCC(C(=O)O)C1(C)C,-1.42,0.875
CC1(C(=O)O)CCCC=C1C(=O)O,-1.96,0.425
CC1(C(=O)O)CCOC1=O,0.841,0.425
CC1(C)C(/C=C(/Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.18,0.425
CC1(C)C(/C=C(\Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-7.95,0.425
CC1(C)C(=O)N(Cl)C(=O)N1Cl,-2.6,0.875
CC1(C)C(=O)NC(=O)NC1=O,-1.74103,0.875
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,-6.02655,1
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,-6.92,0.425
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.40138,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,-7.33846,0.875
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,-8.01793,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)cc(F)c1F,-6.81,0.425
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.99,0.273973
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,-6.29034,0.726027
CC1(C)C2CC3OC3(C)C1C2,-2.59,0.425
CC1(C)C2CCC1(C)C(N)(C(=O)O)C2,-1.6,0.425
CC1(C)C2CCC1(C)C(O)C2,-2.31973,1
CC1(C)CC(=O)CC(=O)C1,-1.53,0.425
CC1(C)CC(C(=O)O)C(C)(C)N1,0.465,0.425
CC1(C)CON(Cc2ccccc2Cl)C1=O,-2.33897,0.875
CC1(C)OC(=O)c2cc([N+](=O)[O-])ccc21,-3.05,0.425
CC1(C)OC(=O)c2cc3ccccc3cc21,-2.98,0.425
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,-4.31644,1
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,-1.54,0.425
CC1(CCN2CCCCC2)NC(=O)NC1=O,-0.821,0.425
CC1(O)CCC(C(C)(C)O)CC1,-1.65973,0.925
CC1(O)CCC(C)(O)CC1,-0.615,0.425
CC1(c2ccc(Oc3ccccc3)cc2)OC(=O)N(Nc2ccccc2)C1=O,-6.86,0.425
CC12C(=O)OC(=O)C1(C)C1CCC2O1,-3.81784,0.925
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.20233,1
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.68836,1
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48,1
CC12CC(O)C3C(CCC4CC(O)CCC43C)C1CCC2=O,-3.59,0.875
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,-4.8,1
CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,-3.11,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,-3.24036,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,-3.03192,1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C=O)C(C(=O)CO)CCC12,-3.85,0.875
CC12CCC(=O)C=C1CCC1C2C2CC3(C(O)O2)C(C(=O)CO)CCC13,-3.85,0.875
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(C(=O)CO)CCC12,-3.67466,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,-4.05954,1
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,-3.98126,1
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-3.43,1
CC12CCC(C(O)C1=O)C2(C)C,-0.925,0.425
CC12CCC(C1)C(C)(C)C2=O,-1.85,1
CC12CCC(C1)C(C)(C)C2O,-2.27,0.425
CC12CCC(CC1)C(C)(C)O2,-1.72757,1
CC12CCC(CC1=O)C(C)(C)O2,-0.925,0.425
CC12CCC(CC1=O)C2(C)C,-2.58,0.160377
CC12CCC(CC1=O)C2(C)C,-1.97787,0.839623
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28022,1
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.10984,1
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69137,1
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,-4.64911,0.733333
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,0.257,0.141667
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.31134,1
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.40918,1
CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.7,0.875
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,-1.95,0.425
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,-4.95257,0.875
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.9574,1
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,-4.90934,1
CC12CCc3c(ccc4cc(O)ccc34)C1CCC2=O,-5.2411,1
CC1=C(C(=O)Nc2ccccc2)CCCO1,-2.55973,1
CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,-2.38778,1
CC1=C(C(=O)Nc2ccccc2)SCCO1,-3.14202,1
CC1=C(C(=O)O)CCC1(C)C,-2.89,0.425
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(N)C3=CCC=CC3)C2SC1,-1.215,0.925
CC1=C(C)S(=O)(=O)CCS1(=O)=O,-1.66,0.425
CC1=C(CCC(=O)O)C(=O)NC1=O,-0.661,0.425
CC1=C(c2ccccc2)C(=O)N(C(C)(C)c2cc(Cl)cc(Cl)c2)CO1,-6.32,0.425
CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,-3.09,1
CC1=CC(=O)CC(=O)O1,-1.12,0.425
CC1=CC(=O)CC(C)(C)C1,-1.06027,1
CC1=CC(=O)c2ccccc2C1=O,-3.03055,1
CC1=CCC(C(C)(C)O)CC1,-1.99054,0.925
CC1=CCC(C(C)C)=CC1,-4.2,0.425
CC1=CCCCC1,-3.26918,1
CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,-5.7,0.425
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,-1.12918,1
CC1CC(OC(=O)c2ccccc2)CC(C)(C)N1,-1.92,0.425
CC1CC1(C(=O)O)C(=O)O,0.841,0.425
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-3.49281,0.518182
CC1CC2C(C(O)CC3(C)C2CCC3(O)C(=O)CO)C2(C)C=CC(=O)C=C12,-2.99,0.481818
CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.61154,0.875
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.66545,1
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,-3.21,0.875
CC1CCC(C(C)C)C(=O)C1,-2.45253,1
CC1CCC(C(C)C)C(O)C1,-2.53215,1
CC1CCC(C)(C)C1,-4.47927,1
CC1CCC(C)CC1,-4.4689,1
CC1CCC(C)O1,0.0723,0.425
CC1CCC(N=O)C(N=O)C1,-1.66,0.425
CC1CCC(O)CC1,-0.880727,1
CC1CCC2(CCC(C)O2)O1,-0.449,0.425
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-7.32,0.875
CC1CCCC(=O)C1,-1.87145,1
CC1CCCC(C)(C)C1,-4.85162,0.925
CC1CCCC(N=O)C1N=O,-1.59,0.425
CC1CCCC1,-3.30055,1
CC1CCCCC1,-3.82952,1
CC1CCCCC1=O,-0.94,0.875
CC1CCCCC1C,-4.19875,1
CC1CCCCC1NC(=O)Nc1ccccc1,-4.11027,1
CC1CCCCN1CCCOC(=O)c1ccc(Cl)c(Cl)c1,-4.22,0.425
CC1CCCO1,0.173411,1
CC1CCOC1,0.0900459,0.925
CC1CN1,1.24,0.425
CC1CNC(C)CN1,0.488545,1
CC1CNCCN1,0.695027,1
CC1CO1,-0.59,0.726027
CC1CO1,1.007,0.273973
CC1COC(=O)O1,0.234,0.925
CC1COC2CC3(C)C(CC4C5C=C6CC(O)CCC6(C)CC5CCC43C)OC2C1,-7.32,0.875
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,-5.17,0.425
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,-3.58794,0.875
CC1NC(=O)CNC1=O,0.29,0.425
CC1NC(C)SC(C)S1,-1.37,0.425
CC1OC(=O)c2cc([N+](=O)[O-])ccc21,-2.62,0.425
CC1OC(C)OC(C)O1,-0.071954,0.925
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-4.08051,0.875
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-5.29154,0.875
CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CCC1OC1OC(C)C(N(C)C)C(O)C1O,-2.49,0.425
CC1OCCO1,0.879,0.425
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,-2.86676,0.875
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95,1
CC=C(C)C,-2.56,1
CC=CC=CC(=O)O,-1.72709,1
CC=CC=O,0.32274,1
CC=CCC,-2.53927,1
CC=CCC#N,-0.96,0.875
CC=Cc1ccc(OC)cc1,-3.1289,1
CC=O,1.35784,0.925
CCBr,-1.0889,1
CCC,-2.85,0.2125
CCC,-1.94,0.6625
CCC#CCC,-2.08218,1
CCC#N,0.277091,1
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.28096,1
CCC(=O)CC,-0.266009,1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-3.70855,1
CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,-3.23,0.425
CCC(=O)Nc1ccc(Cl)c(Cl)c1,-2.99558,1
CCC(=O)Nc1ccccc1,-1.92,0.875
CCC(=O)O,1.03489,0.925
CCC(=O)OC,-0.143904,1
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.36918,1
CCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,-4.90846,0.875
CCC(=O)OCc1ccc(Cl)cc1Cl,-3.07,0.425
CCC(=O)OOC(=O)CC,-0.963,0.425
CCC(=O)Oc1ccc([N+](=O)[O-])cc1,-3.89,0.425
CCC(=O)c1ccc(N)cc1,-2.62891,1
CCC(=O)c1ccccc1,-1.82891,1
