smiles,logS
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,-3.37
CCCc1ccccc1,-3.37
OC(Cn1cncn1)(c1ccc(F)cc1)c1ccccc1F,-3.37
CCCCCCCC(=O)OC,-3.39
C=C(Cl)CSC(=S)N(CC)CC,-3.39
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,-3.39
CN(C)CCC=C1c2ccccc2COc2ccccc21,-3.4
C=CCCCCCCCCC(=O)O,-3.4
Cc1cc(C)cc(C)c1,-3.4
CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,-3.42
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,-3.43
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,-3.43
CCCCCCCCCC(=O)O,-3.44
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,-3.46
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.48
CCCCOC(=O)c1ccccc1,-3.48
Oc1ccc(-c2ccccc2)cc1,-3.48
Brc1ccccc1Br,-3.5
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,-3.51
c1ccc(Nc2ccccc2)cc1,-3.51
C1CCCCCC1,-3.52
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-3.52
Cc1cccc(Br)c1,-3.52
Cc1ccccc1Cl,-3.52
O=[N+]([O-])c1cccc2ccccc12,-3.54
CCC(C)(C)C,-3.55
CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57
CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,-3.59
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,-3.59
Clc1ccc(Cl)c(Cl)c1,-3.59
O=C(Nc1ccccc1)c1ccccc1O,-3.59
c1ccc2ccccc2c1,-3.6
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,-3.6
N#Cc1cc(I)c(O)c(I)c1,-3.61
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,-3.61
CCCCCCCCCCO,-3.63
Clc1ccc(Br)cc1,-3.63
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-3.64
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-3.64
CNCCCN1c2ccccc2CCc2ccccc21,-3.66
C#CCCCCCC,-3.66
ClC(Cl)(Cl)C(Cl)(Cl)Cl,-3.67
O=C(O)CCCOc1ccc(Cl)cc1Cl,-3.67
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,-3.68
Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,-3.68
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,-3.69
CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,-3.69
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,-3.7
Nc1ccc(S(=O)(=O)Nc2cnccn2)cc1,-3.7
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,-3.71
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-3.73
CCCC(C)C,-3.74
CCc1ccc(CC)cc1,-3.75
O=NN(c1ccccc1)c1ccccc1,-3.75
COC(=O)C(Cl)Cc1ccc(Cl)cc1,-3.77
Cc1ccc2ccccc2c1,-3.77
Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,-3.78
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,-3.79
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,-3.8
CCOc1ccc2nc(S(N)(=O)=O)sc2c1,-3.81
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,-3.81
CCCCCCBr,-3.81
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CCC12C,-3.82
CCCCOc1ccc(C(=O)OCCN(CC)CC)cc1,-3.84
CCC(C)c1ccccc1,-3.89
Clc1cccc2ccccc12,-3.93
CCCCCCOC(=O)c1ccc(N)cc1,-3.95
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,-3.95
C1=Cc2cccc3cccc1c23,-3.96
CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,-3.96
Cc1ccnc2c1ccc1c(C)ccnc12,-3.97
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,-3.98
CC(C)Cc1ccc(C(C)C(=O)O)cc1,-3.99
CCNc1nc(NC(C)(C)C)nc(SC)n1,-4.0
C=C(C)C1CC=C(C)CC1,-4.0
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,-4.02
CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,-4.04
CCNc1nc(Cl)nc(N(CC)CC)n1,-4.06
CC(C)N(C(=O)SCC(Cl)=CCl)C(C)C,-4.08
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,-4.08
CCCCCCCCCC(=O)OCC,-4.1
CC(=O)C1(O)CCC2C3CC(C)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.1
CC1CCCCC1NC(=O)Nc1ccccc1,-4.11
CC(C)(C)C(=O)C1C(=O)c2ccccc2C1=O,-4.11
CC(C)Cc1ccccc1,-4.12
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,-4.12
Cc1ccc(C)c2ccccc12,-4.14
Clc1ccc2ccccc2c1,-4.14
CCC(C)(C)c1ccccc1,-4.15
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.15
COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,-4.16
COc1ccc2cc(C(C)C(=O)O)ccc2c1,-4.16
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,-4.16
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.16
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.16
CCc1cccc2ccccc12,-4.17
c1ccc(Cc2ccccc2)cc1,-4.17
COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,-4.18
CN(C)CCCN1c2ccccc2CCc2ccccc21,-4.19
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,-4.19
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,-4.19
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,-4.2
Cc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-4.21
O=C(Nc1ccccc1)c1ccccc1I,-4.21
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,-4.22
Nc1cccc2nc3ccccc3cc12,-4.22
CCOP(=S)(OCC)SCCSCC,-4.23
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,-4.24
N#Cc1c(Cl)cccc1Cl,-4.24
C#CCCCCCCC,-4.24
CCC1CCCCC1,-4.25
CC(C)CC(C)C,-4.26
CC1CCCCC1C,-4.27
Cc1cc(C)c2ccccc2c1,-4.29
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-4.3
COc1ccc2ccc(=O)oc2c1CC=C(C)C,-4.31
CCCCCCCCCCCCCCC(=O)O,-4.31
c1ccc(-c2ccccc2)cc1,-4.31
CC1CCCCC1C,-4.33
Brc1cccc2ccccc12,-4.35
CC(CCC(=O)O)C1CCC2C3CC(O)C4CC(O)CCC4(C)C3CC(O)C12C,-4.35
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.35
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,-4.36
CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.37
O=C(Nc1cccc(Cl)c1)OCC#CCCl,-4.37
CC12CCC3C(CCC4CC(O)CCC43C)C1CCC2=O,-4.4
Brc1ccc2ccccc2c1,-4.4
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.4
CCCCOC(=O)c1ccccc1C(=O)OCCCC,-4.4
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-4.43
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,-4.43
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.44
C=CCCCCCC,-4.44
c1ccc(N=Nc2ccccc2)cc1,-4.45
CC(=O)OC1CCC2(C)C(=CCC3C4CCC(=O)C4(C)CCC32)C1,-4.46
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46
CC1CCC(C)CC1,-4.47
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,-4.49
Brc1ccc(Br)c(Br)c1,-4.5
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.51
CCCCCCC,-4.53
Clc1ccccc1-c1ccccc1,-4.54
CCNc1nc(Cl)nc(NCC)n1,-4.55
Clc1ccc(Cl)c(Cl)c1Cl,-4.57
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.57
CCCCCCCOC(=O)c1ccc(N)cc1,-4.6
S=C=Nc1cccc2ccccc12,-4.6
c1ccc2c(c1)oc1ccccc12,-4.6
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,-4.61
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,-4.62
CCCCCCCCCCCC(=O)O,-4.62
CCCCCCCCCC(=O)OC,-4.63
Clc1cc(Cl)c(Cl)c(Cl)c1,-4.63
c1cc2c3c(cccc3c1)CC2,-4.63
CCCCCc1ccccc1,-4.64
CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,-4.66
CCCCCCCCCCCCO,-4.67
CCCCCCCCCCCC(=O)OC,-4.69
CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,-4.7
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-4.7
CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-4.71
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.71
CCCC1CCCC1,-4.74
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,-4.74
Cc1cccc2c(C)cccc12,-4.74
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,-4.77
CCCCCCCI,-4.81
Cc1cccc(Oc2cccc(C)c2)c1,-4.85
CCN(CC)C(=S)SSC(=S)N(CC)CC,-4.86
Clc1cccc(-c2ccccc2)c1,-4.88
CC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.9
c1ccc2c(c1)Cc1ccccc1-2,-4.91
Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,-4.92
Cc1ccc(C)c2c(C)cccc12,-4.92
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93
CC=C(C(=CC)c1ccc(O)cc1)c1ccc(O)cc1,-4.95
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C=CC4(C)C3CCC21C,-4.95
c1ccc2c(c1)[nH]c1ccccc12,-4.97
Clc1cc(Cl)c2nsnc2c1Cl,-4.98
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,-5.01
O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,-5.03
Brc1cccc(Br)c1Br,-5.04
C=CCCCCCCC,-5.05
CCCCCCCCBr,-5.06
O=C(O)CCC(=O)c1ccc(-c2ccccc2)cc1,-5.06
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-5.09
CCCCSP(=O)(SCCCC)SCCCC,-5.14
CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,-5.15
Nc1ccc2cc3ccccc3cc2c1,-5.17
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,-5.18
COC(C)(C)CCCC(C)CC=CC(C)=CC(=O)OC(C)C,-5.19
O=C1c2ccccc2C(=O)c2ccccc21,-5.19
Clc1cccc(Cl)c1-c1ccccc1,-5.21
NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,-5.22
Cc1cccc2c1Cc1ccccc1-2,-5.22
CCCCCCCC,-5.24
Clc1ccc(-c2ccccc2)c(Cl)c1,-5.25
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.27
Clc1ccccc1-c1ccccc1Cl,-5.27
CC12CCC3C(=CCc4cc(O)ccc43)C1CCC2=O,-5.28
Clc1ccc(-c2ccccc2Cl)cc1,-5.28
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,-5.3
c1ccc2c(c1)Oc1ccccc1O2,-5.31
CCCCCCCCCCCCCC(=O)O,-5.33
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,-5.35
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.37
CCCCCCCCOC(=O)c1ccc(N)cc1,-5.4
c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.4
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,-5.4
CC12CCC3C(CCC4CC5SC5CC43C)C1CCC2O,-5.41
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,-5.43
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,-5.46
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],-5.47
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,-5.47
CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,-5.51
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-5.53
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,-5.54
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)C=Cc1ccccc1,-5.54
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,-5.64
ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,-5.64
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,-5.66
CCCCCCCCCCCCCCCCCC(=O)O,-5.68
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.69
CC12CCC3C(CCC4CCCCC43C)C1CCC2=O,-6.7
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.72
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.82
c1ccc2c(c1)-c1cccc3cccc-2c13,-6.0
Clc1cccc(-c2cc(Cl)ccc2Cl)c1,-6.01
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,-6.02
CCCCCCCCCCCCCCO,-6.05
Clc1cc(Cl)c(-c2ccccc2)c(Cl)c1,-6.14
c1cc2ccc3cccc4ccc(c1)c2c34,-6.19
Nc1cc2c3ccccc3ccc2c2ccccc12,-6.2
Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,-6.25
Clc1ccc(-c2cccc(Cl)c2Cl)cc1,-6.26
Clc1cc(Cl)c(-c2ccccc2)cc1Cl,-6.27
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,-6.29
Clc1ccc(-c2ccccc2Cl)cc1Cl,-6.29
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
c1ccc2cc3ccccc3cc2c1,-6.35
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,-6.36
Clc1ccc(-c2ccccc2)cc1Cl,-6.39
Clc1ccc(Cl)c(-c2cccc(Cl)c2Cl)c1,-6.47
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,-6.51
Clc1ccc(-c2ccc(Cl)cc2)cc1,-6.56
Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,-6.57
Cc1c2ccccc2c(C)c2ccccc12,-6.57
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,-6.62
c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68
c1ccc2c(c1)c1ccccc1c1ccccc21,-6.74
Clc1ccc(Cl)c(-c2c(Cl)cccc2Cl)c1,-6.8
CCc1ccc2cc3ccccc3cc2c1,-6.89
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,-6.9
Cc1ccc2cc3ccccc3cc2c1,-6.96
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,-7.02
c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,-7.11
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,-7.2
Clc1ccccc1-c1cc(Cl)c(Cl)c(Cl)c1Cl,-7.21
Clc1ccc(Cl)c(-c2ccc(Cl)c(Cl)c2)c1,-7.25
Clc1cccc(-c2cccc(Cl)c2Cl)c1Cl,-7.28
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,-7.32
Clc1cc(Cl)c(-c2c(Cl)cccc2Cl)c(Cl)c1,-7.32
Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-7.39
Clc1cccc(Cl)c1-c1c(Cl)cccc1Cl,-7.39
c1ccc2c(c1)ccc1c3ccc4ccccc4c3[nH]c21,-7.42
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1,-7.42
Clc1ccccc1-c1c(Cl)cc(Cl)c(Cl)c1Cl,-7.43
Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,-7.66
Clc1ccc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c1,-7.68
Clc1ccc(-c2ccc(Cl)c(Cl)c2)c(Cl)c1,-7.8
Clc1ccc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)cc1Cl,-7.82
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,-7.92
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)c(Cl)c2Cl)cc1Cl,-7.92
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3,-7.92
c1ccc2c3c(ccc2c1)-c1cccc2cccc-3c12,-8.0
Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-8.01
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,-8.19
c1ccc2c(c1)-c1cccc3c1c-2cc1ccccc13,-8.23
FC(F)(F)c1cccc(C(c2ccccc2)(c2ccccc2)n2cncn2)c1,-8.4
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,-8.56
Clc1cccc(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-8.6
Clc1cc(Cl)c(-c2c(Cl)cc(Cl)cc2Cl)c(Cl)c1,-8.71
c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,-8.8
Clc1ccc(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c1,-8.94
Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,-9.15
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,-9.16
Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.62
CNC(N)=O,1.13
O=C1CCCO1,1.07
O=C1CCCN1,1.07
C1COCCN1,1.06
OC1CCOC1,1.05
CN1CCCC1=O,1.0
OCc1cccnc1,0.96
NC(N)=O,0.96
C=CC(N)=O,0.96
CN(C)C(=O)N(C)C,0.94
CN(C)C,0.84
CN1CCCC1c1cccnc1,0.79
OCC1OC(O)C(O)C(O)C1O,0.74
OCC(O)C(O)CO,0.7
COC(C)=O,0.52
O=C(O)CC(O)(CC(=O)O)C(=O)O,0.51
CCOP(=O)(OCC)OCC,0.43
CCC(C)O,0.43
O=C(O)C(=O)O,0.38
Cc1cncc(C)c1,0.38
Cc1ccncc1C,0.36
NC(N)=S,0.32
CC(O)C(F)(F)F,0.3
Cc1cnc2cncnc2n1,0.06
C=C(C)C(=O)O,0.01
CCCCO,0.0
NC(=O)CCl,-0.02
CCOC(C)=O,-0.04
COC(C)C,-0.06
OC(CCl)CCl,-0.11
CCC(=O)OC,-0.14
Oc1ccc(O)cc1,-0.17
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,-0.22
COC(C)(C)C,-0.24
NC(=O)OCc1ccccc1,-0.35
Nc1nccs1,-0.36
O=C1CNC(=O)N1,-0.4
O=C1NC(=O)C(=O)N1,-0.4
CC(C)(C)CO,-0.4
Nc1ccc(C(=O)O)cc1,-0.4
Nc1ccccc1,-0.41
CC(C)C(C)(C)O,-0.41
CCCCOCCO,-0.42
CCOC(C)OCC,-0.43
O=C(O)CCI,-0.43
CCCNCCC,-0.46
CCC(C)CO,-0.47
O=C(O)c1ccco1,-0.48
CCCC(C)(C)O,-0.49
CC(C)CCO,-0.52
CC(=O)OC(C)C,-0.55
CCOC(C)C,-0.55
CCS,-0.6
CCCCCO,-0.6
CC(C)[N+](=O)[O-],-0.62
Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.62
Cc1ccccc1O,-0.62
S=C1NCCN1,-0.71
OCCc1ccccc1,-0.74
CCC[N+](=O)[O-],-0.8
CC(C)CC(C)O,-0.8
CCCCC(C)=O,-0.8
CCC(CC)C(=O)O,-0.81
O=C(O)CCCCC(=O)O,-0.82
O=C1CNC(=O)CN1,-0.83
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,-0.85
Cc1ccccc1N,-0.85
CCC(C)(O)C(C)C,-0.85
CCC(C)C(C)(C)O,-0.89
CCCCC(C)O,-0.89
NC(=O)c1cnccn1,-0.91
O=C(O)C(CO)c1ccccc1,-0.93
CC1CCCCC1=O,-0.94
NC(=O)NCc1ccccc1,-0.95
CC(=O)N(C)c1ccccc1,-0.95
CCN(N=O)C(N)=O,-0.96
N#Cc1ccccc1,-1.0
O=[N+]([O-])c1cccc(O)c1,-1.01
CCC(C)(C)CO,-1.04
ClCCCl,-1.06
CC1=CC(=O)CC(C)(C)C1,-1.06
Oc1ccccc1Cl,-1.06
CCCCCC(=O)O,-1.06
CCCCCCN,-1.1
CCCC(C)CO,-1.11
ClCCOCCCl,-1.12
CCC(O)C(C)(C)C,-1.15
O=C(O)c1cc(O)c(O)c(O)c1,-1.16
BrCBr,-1.17
Cc1cc(O)c2ccccc2n1,-1.2
Cc1ccc(N)cc1,-1.21
OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,-1.23
COC(=O)c1cc(O)c(O)c(O)c1,-1.24
Cc1ncc([N+](=O)[O-])n1CCO,-1.26
Cc1cc(=O)[nH]c(=O)[nH]1,-1.26
Cc1cc(N)nc(C)n1,-1.28
CNc1ccccc1,-1.28
CCCC(=O)CCC,-1.3
ClC=CCl,-1.3
Cc1cccc(C)c1O,-1.31
BrC=CBr,-1.32
CCCOC(C)C,-1.34
CNC(=NC#N)NCCSCc1nc[nH]c1C,-1.35
C=CCCl,-1.36
Nc1ccc(S(N)(=O)=O)cc1,-1.36
O=C1OC(=O)c2ccccc21,-1.39
Cc1ccc(O)cc1C,-1.41
CC(C)Cl,-1.41
O=C(O)c1ccc(O)cc1,-1.41
CC1(C(=O)O)CCC(C(=O)O)C1(C)C,-1.42
CN(C)C1C(O)=C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,-1.42
CC(=O)CC(C)C,-1.42
O=C(O)C1CCCCC1,-1.45
CCNC(=S)NCC,-1.46
CCCCCOC(N)=O,-1.47
Nc1cccc(C(F)(F)F)c1,-1.47
CCCCC(O)CC,-1.47
O=c1cc[nH]c(=O)[nH]1,-1.48
C=CCBr,-1.5
c1ccc2scnc2c1,-1.5
CCCC1CCCCN1,-1.5
Nc1ccccc1Cl,-1.52
Cc1c[nH]c(=O)[nH]c1=O,-1.52
ClC(Cl)Br,-1.54
NS(=O)(=O)c1ccccc1,-1.56
CC(C)Br,-1.59
NC(=O)NC1NC(=O)NC1=O,-1.6
CCI,-1.6
CCCCC(C)(O)CC,-1.6
NC(Cc1ccc(O)c(O)c1)C(=O)O,-1.6
CC(=O)c1ccc(N)cc1,-1.61
CC(=O)CC(=O)C(C)(C)C,-1.63
C#CCCC,-1.64
COC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.66
COC(=O)c1ccccc1C(=O)OC,-1.66
O=C(O)CNC(=O)c1ccccc1,-1.68
CCCCC(CC)CN,-1.71
CCNC(=O)C(C)OC(=O)Nc1ccccc1,-1.83
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,-1.84
CCCCCCCN,-1.85
COC(=O)c1ccccc1,-1.85
CC12CCC(C1)C(C)(C)C2=O,-1.85
ClCCCBr,-1.85
C=CC=C,-1.87
O=c1ccc2ccccc2o1,-1.89
O=C(O)c1ccccc1Cl,-1.89
CC(=O)Nc1ccccc1[N+](=O)[O-],-1.91
ClCC(Cl)CCl,-1.92
Nc1cccc2ccccc12,-1.92
Cc1cc(C)c2ccccc2n1,-1.94
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,-1.95
Cc1nc2ccccc2[nH]1,-1.96
COc1ccccc1O,-1.96
ClC=C(Cl)Cl,-1.96
Fc1ccc(F)cc1,-1.97
C=CC(C)(O)CCC=C(C)C,-1.99
N=C(N)NS(=O)(=O)c1ccc(N)cc1,-1.99
CC12CCC(CC1=O)C2(C)C,-1.99
CCCCCC(=O)OC,-2.0
CC(C)CCl,-2.0
Fc1cccc(F)c1,-2.0
C=CC(=C)C,-2.03
COc1cc(C(=O)O)ccc1O,-2.05
CC(C)=CCCC(C)=CC=O,-2.06
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,-2.06
Cc1cccc2sc3nncn3c12,-2.07
BrCCCBr,-2.08
CNC(=O)ON=C1C(Cl)C2CC(C#N)C1C2,-2.08
CCSCc1ccccc1OC(=O)NC,-2.09
COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,-2.1
C1=CCCC1,-2.1
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,-2.11
CCCc1cc(=O)[nH]c(=S)[nH]1,-2.15
CC(Br)CBr,-2.15
c1ccc2[nH]ncc2c1,-2.16
C=C(C)C1CCC(C)C(=O)C1,-2.18
CCCCS,-2.18
Oc1cc(Cl)c(Cl)cc1Cl,-2.21
O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,-1.99
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,-2.23
