smiles,logS,dtype
C#CCN(CC)CC,-0.6020131225,G1
O=C([O-])CC(O)(CC(=O)O)C(=O)[O-].[Co+2],-0.954573972,G1
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Co+2].[Co+2].[Co+2],-1.3025954999,G1
O.O.[Ba+2].[Cl-].[Cl-],0.0418928153,G3
O=[N+]([O-])C(Br)(CO)CO,0.1271308568,G5
[Cu+].[Cu+].[SH-2],-4.2045730411,G1
Cc1ncc[nH]1,0.5121363664999999,G1
O=P1([O-])OP(=O)([O-])OP(=O)([O-])O1.[Na+].[Na+].[Na+],-0.062309467,G1
O=[Se]=O,1.3647745033,G1
C1CCOCOC1,0.4107896597,G3
Nc1nc(Cl)nc(Nc2ccc(S(=O)(=O)[O-])c(N/N=C3/C(=O)c4c(cc(S(=O)(=O)[O-])c(N=Nc5cc(S(=O)(=O)[O-])ccc5S(=O)(=O)[O-])c4N)C=C3S(=O)(=O)[O-])c2)n1.[Na+].[Na+].[Na+].[Na+].[Na+],-0.5908005839,G1
CC(=O)C=C(C)C,-0.560826234,G3
O=C1/C(=N/Nc2cc(Cl)ccc2O)C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])cc(O)c21.[Na+].[Na+],-1.2898086582,G1
CCOC(=O)c1ccccc1-c1c2ccc(N(CC)CC)cc2[o+]c2cc(N(CC)CC)ccc12.[Cl-],-1.2801897062,G1
Oc1ccc(Cl)cc1,-0.6876597172,G5
C=C(C)C#N,-0.4067085166,G5
Cc1ccccc1O,-0.6190130172999999,G3
O=S(=O)([O-])[O-].[Li+].[Li+],0.3921242805,G5
C=C(C)C(=O)OCC[N+](C)(C)CCCS(=O)(=O)[O-],0.9627399696,G1
Cc1ccc2nc(-c3ccc(NC(=O)/C(C#N)=C/c4ccc(N(C)CCS(=O)(=O)[O-])cc4)cc3)sc2c1S(=O)(=O)[O-].[Na+].[Na+],-0.415949942,G1
OCCOc1ccccc1,-0.742461176,G5
O=C([O-])C(=O)O.[K+],-0.7096904801,G1
CC(=O)Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])/C(=N/Nc1ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc1)C2=O.[Na+].[Na+],-0.3963934895,G1
CC(=O)NNC(C)=O,0.3286681761,G3
CCOC(=O)C(C)C1CCCCC1,-3.3274567494,G1
O=C1CCC(C(=O)[O-])N1.[Ca+2],0.1651478476,G1
Cc1cc(Oc2cc(C)cc(S(=O)(=O)[O-])c2)cc(S(=O)(=O)[O-])c1.[Na+].[Na+],-0.2207961954,G1
C=CC(=O)OCCN(C)C,0.2243106848,G3
CC1COC(=O)O1,0.371232292,G3
COc1ccc(CO)cc1,-0.7447271456,G4
C=O.Nc1ccccc1,-2.0040922179,G5
C#CC1(O)CCCCC1,-0.7048960629000001,G1
O=C(O)c1ccc2c(c1)C(=O)OC2=O,-0.8961963145999999,G3
CC(C)(CO)COC(=O)C(C)(C)CO,0.0682018165,G3
Nc1nc(Cl)nc(Nc2cc(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])c(N=Nc4cc(S(=O)(=O)[O-])c5cccc(S(=O)(=O)[O-])c5c4[O-])c([O-])c23)n1.[Cu+2].[Na+].[Na+].[Na+].[Na+],-0.5907814418999999,G1
NNC(=O)NN,0.4145585536,G1
CCCC(C)O,-0.2541408245,G3
CC(=O)[c-]1c(=O)cc(C)oc1=O.[Na+],0.0845613317,G1
Cc1cccc(O)c1,-0.662918503,G3
CCCC1CO1,-0.57344678,G1
O[B-](O)(F)F.[K+],-0.724347118,G5
CC(=O)Nc1ccc(NNC2=C3C(=O)C=C(S(=O)(=O)[O-])C=C3C=CC2=N)c(C(F)(F)F)c1.[Na+],-1.3288181975,G1
NC(N)=[NH2+].O=C([O-])c1ccccc1,0.0050162556,G1
O.O.O.O.[Na+].[Na+].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-].[O-]B([O-])[O-],-0.4201864202,G1
O=C([O-])COc1ccccc1.[Na+],0.1085957051,G1
CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])cc1.[Na+],-0.4066892685,G1
Oc1ccccc1Cl,-0.7538392019,G5
Clc1ccc(Br)cc1Cl,-1.0114935501,G1
CCCC[NH+](C)C,-0.6670324644,G1
O=C(N=C1C=CC2=C(S(=O)(=O)[O-])C(NNc3ccc4c(S(=O)(=O)[O-])cccc4c3)=CC(=O)C2=C1)Nc1ccc2c(c1)C=C(S(=O)(=O)[O-])/C(=N\Nc1ccc3cccc(S(=O)(=O)[O-])c3c1)C2=O.[Na+].[Na+].[Na+].[Na+],-0.6872171371,G1
NCC1(CC(=O)O)CCCCC1.[Cl-].[H+],0.0190211463,G5
N=C(N)N.[Cl-].[H+],1.3522850438999998,G1
CC(=O)CC(=O)OCCOC(=O)CC(C)=O,-0.033755900299999995,G1
Nc1ccc(S(=O)(=O)[O-])cc1.[Na+],0.0379554154,G1
C1OCOCO1,0.3717171259000001,G3
O=P([O-])([O-])O.[Mn+2],0.1455471695,G1
O.O=S(=O)([O-])[O-].[Zn+2],0.0702954323,G1
O=[Si]([O-])[O-].[Na+].[Na+],0.2356352551,G1
O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],-1.1742318477,G1
COc1cc(N=Nc2cccc(S(=O)(=O)[O-])c2)ccc1Nc1nc(Nc2ccc(N=Nc3cccc(S(=O)(=O)[O-])c3)cc2OC)nc(N(CCO)CCO)n1.[Na+].[Na+],-1.6008155248,G1
CCC(CO)(CO)COCC(CC)(CO)CO,-1.076302279,G3
COC(=O)CCS,-0.7575876082999999,G1
Cc1ccc(C(=O)Nc2ccc(S(=O)(=O)[O-])cc2)cc1[N+](=O)[O-].[Na+],-1.232035998,G1
Cc1[nH]cnc1CO,0.2683337666,G1
O=P([O-])(O)O.[K+],0.1842562687,G1
C=CC=O,0.5693792548,G3
O.O.O.O.O=S(=O)([O-])O.O=S(=O)([O-])[O-].[Ce+3],-0.2918169735,G1
N.N.N.N.N.N.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Mo].[Mo].[Mo].[Mo].[Mo].[Mo].[Mo],-0.7664726234999999,G1
[NH4+].[O-][Cl+3]([O-])([O-])[O-],0.2436628358,G1
O=C([O-])c1cc(S(=O)(=O)[O-])ccc1NN/C(=N\Nc1cc(S(=O)(=O)[O-])cc([N-]c2nc(Cl)nc(N=C3C=C(S(=O)(=O)[O-])C(=Nc4nc(Cl)nc(Nc5cccc(S(=O)(=O)[O-])c5)n4)C=C3S(=O)(=O)[O-])n2)c1[O-])c1ccccc1.[Cu+2].[H+].[Na+].[Na+].[Na+].[Na+].[Na+],-0.8254112341,G1
C=C(C)C(N)=O,0.3753911904,G3
CCN(CC)c1nc(Nc2ccc(/C=C/c3ccc(Nc4nc(Nc5cc(S(=O)(=O)[O-])ccc5S(=O)(=O)[O-])nc(N(CC)CC)n4)cc3S(=O)(=O)[O-])c(S(=O)(=O)[O-])c2)nc(Nc2cc(S(=O)(=O)[O-])ccc2S(=O)(=O)[O-])n1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-0.8122490226000001,G1
CN[C@@H](C)[C@H](O)c1ccccc1.[Cl-].[H+],-0.003669443,G1
O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+],-0.0514554578,G4
CC1=CC(=O)CC(C)(C)C1=O,-0.8779041501,G1
OCCOCC#CCOCCO,0.7589618218,G1
O=C(O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-1.057125752,G1
OCCc1ccccc1,-0.7859239136,G5
C=COC(C)=O,-0.6339227122,G1
N#Cc1ccccc1O,-0.7749656265,G5
Nc1c(S(=O)(=O)[O-])cc(Br)c2c1C(=O)c1ccccc1C2=O.[Na+],-1.3055373023,G1
C[Si](C)C,-0.5634276852000001,G2
O=C1OC(=O)c2ccccc21.OCCOCCO,-1.4052404634,G1
Nc1ccc(Nc2ccccc2)c(S(=O)(=O)[O-])c1.Nc1ccc([N+](=O)[O-])cc1.Nc1cccc(S(=O)(=O)[O-])c1.O=C1C=C/C(=N/Nc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2O)C(O)=C1.[Fe].[Na+].[Na+],-2.5268154232,G1
O=C(O)c1ccccc1,-1.619929844,G5
O=c1cc(O)nc[nH]1,-1.5871611222,G5
O=COCc1ccccc1,-1.6731198028999998,G1
CCCCOCC,-1.5499606595,G1
CCOC(=O)/C(=N/Nc1ccc([N+](=O)[O-])cc1)C(=O)c1nn2c(nc(=O)c3ccccc32)s1,-2.2216330999,G1
Cc1ccccc1N=C(N)N=C(N)N,-1.8422414993,G1
C=CC1(C)CCC(C(C)(C)O)O1,-1.7997284582,G1
CC(=O)CC(=O)Nc1ccccc1C,-1.8501922609,G3
CC(C)C(NC(N)=O)NC(N)=O,-1.8096943587,G3
FC(F)CCl,-0.9229632085,G1
CC(C)(O)c1cccc(C(C)(C)O)c1,-1.8635330455,G3
CCc1cccc(C)c1N,-1.7061271762,G3
O=S(=O)([O-])[O-].[Ca+2],-1.715687645,G5
COc1ccc(NC(=O)CC(C)=O)cc1,-1.9014771833,G1
CC1OCC(c2ccccc2)O1,-1.805450609,G1
CCCC1CC(=O)C=C(C)C1,-1.7725870938,G1
CC(=O)Oc1ccc(C#N)cc1,-1.7990172934,G1
O=C(O)CC[C@@H](C(=O)O)N1C(=O)c2ccccc2C1=O,-1.4463316859,G1
CC1=CCC(C(C)C)CC1.CC1=CCC(C(C)C)CC1,-5.495255435900002,G1
C=C(Cl)Cl,-1.5885809265000002,G3
CC1=CC(=O)[C@@H](C(C)C)CC1,-1.7882436903,G1
CC1(C)S[C@@H]2[C@H](N)C(=O)N2[C@H]1C(=O)O,-1.9440451079,G1
CCCCCCCCN(C)C.[B+3].[Cl-].[Cl-].[Cl-],-5.4653701933,G1
Sc1ccccc1Cl,-1.7800351331,G5
Nc1nccnc1C(=O)O,-1.7631595965,G1
CN(C)Cc1ccccc1Cl,-1.8493554218,G2
CCOP(=O)([O-])Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.CCOP(=O)([O-])Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1.[Ca+2],-2.4616735699000003,G1
C=CCOC(=O)OCCOCCOC(=O)OCC=C,-2.0652647201,G1
C=CCCCCCCO,-1.7442328638,G3
O=S(=O)(Cl)c1ccccc1,-1.88532188,G1
CC1CCC(C(C)C)C(OCC(O)CO)C1,-2.0063585886,G1
COc1ccc(C=O)cc1O,-1.8262432451,G1
Cc1ccc(C=O)cc1,-1.7237015325,G3
Nc1ccc(O)cc1[N+](=O)[O-],-1.8337646505,G1
O=[N+]([O-])c1ccccc1O,-1.8029142358,G5
CC1=CC(C)C(C=O)C(C)C1,-1.8440637235,G1
CCCCC[C@H]1CCC(=O)O1,-1.8552940397,G1
CC(=O)COc1c(C)cccc1C,-1.9185447839,G1
COc1ccc(OC)c(N)c1,-1.8588690394,G1
CC(=O)CC(=O)Nc1ccc(C)cc1C,-1.9900786823,G1
COc1ccc(C)cc1NC(C)=O,-1.931164755,G1
CC1=NN(c2ccccc2)C(=O)C1,-1.9250852844,G3
CCCCCCC=O,-1.7501244285,G5
C=CC(=O)OC(C)(C)C,-1.8045937153,G3
CC(O)C(=O)N(C)C,1.6302351258,G1
O=C([O-])CO.[NH4+],1.7009159091,G1
O=C(O)c1cccc2cccc(-c3cccc4cccc(C(=O)O)c34)c12,-2.2334403365,G1
C=CC(=O)OCC(C)C,-1.8067597771,G5
CC(CC=O)c1ccccc1,-1.86983286,G1
Cc1cc(O)ccc1N,-1.7894220529,G3
COC(=O)C(=O)c1ccccc1,-1.9142373478,G2
Nc1ccc2c(O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)[O-])cc4)cc3)c(S(=O)(=O)[O-])cc2c1.[Na+].[Na+],-0.4603540841,G1
COc1cc(CN)ccc1O.[Cl-],0.0188462521,G1
C=C(Br)C(=O)Nc1ccc(S(=O)(=O)[O-])c(N=NC2C(=O)N(c3cc(Cl)c(S(=O)(=O)[O-])cc3Cl)N=C2C)c1.[Na+].[Na+],-0.5501699754,G1
O=S(=O)([O-])c1ccc(Nc2nc(Cl)nc(NCCNc3ccc4c(c3S(=O)(=O)[O-])Oc3c(Cl)c5c(c(Cl)c3=N4)Oc3c(ccc(NCCNc4nc(Cl)nc(Nc6ccc(S(=O)(=O)[O-])cc6S(=O)(=O)[O-])n4)c3S(=O)(=O)[O-])N=5)n2)c(S(=O)(=O)[O-])c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-0.8795540191,G1
CC(O)CN.O=C(O)CC(O)(CC(=O)O)C(=O)O,0.8629201268000001,G1
Cc1c(O)cccc1O,0.1927727267,G3
C=CC(C)(C)O,0.351057238,G3
O=C([O-])CCCCC(=O)[O-].[Li+].[Li+],0.0846221527,G5
O=C([O-])CCCCCCCCC(=O)[O-].[Li+].[Li+],-0.0473478928,G5
O=C([O-])CCCCCCCC(=O)[O-].[Li+].[Li+],-0.017921985,G5
Nc1ccc2c(c1)C=C(S(=O)(=O)O)/C(=N/Nc1ccc(N=Nc3ccc(S(=O)(=O)O)cc3)cc1)C2=O.OCCN(CCO)CCO.OCCN(CCO)CCO,-0.6359046156,G1
O=S(=O)([O-])OCCS(=O)(=O)c1ccc(N=Nc2c(S(=O)(=O)[O-])cc3cc(Nc4nc(Cl)nc(Cl)n4)ccc3c2O)cc1.[Na+].[Na+],-1.5783823574,G1
CC(O)C(=O)O.CCN(CC)CCCNc1nc(NCCCN(CC)CC)nc(Nc2ccc3c(O)c(N=Nc4ccc5[nH]c(=O)[nH]c5c4)c(S(=O)(=O)O)cc3c2)n1,-0.64043406,G1
O=S(=O)([O-])[O-].[Sn+2],-0.0578238563,G1
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,-4.8795513261000005,G3
C/C=N/O,0.4958194622,G1
CCC(OCCCOC)OC(C)=O,-0.0168484647,G3
O=S([O-])S(=O)[O-].[Na+].[Na+],0.0182921287,G1
C/C=C\C=O,0.4120163187,G1
CC1OC1C,0.3972950779,G1
CCCCCCCCCOS(=O)(=O)[O-].[Na+],-0.1361989598,G1
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OC)c2cc1C.[Cl-],-1.3909846109,G1
CCOc1ccc(N)cc1,-0.8608353259999999,G3
N#CCC(=O)c1ccccc1Cl,-2.1751395948,G1
C=C(C)C(=O)OCCOC(=O)CC(C)=O,-1.0636822045,G1
O=C1OCc2ccccc21,-0.8627210528,G1
CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=N)C1,-1.1387882185,G1
O=C1CCN(Cc2ccccc2)CC1,-1.0169828584,G1
COC(=O)/C=C(\C)N,-0.8059235439,G1
F.O=[Si]=O.[MgH2].[Na+],-0.8566651273999999,G1
Nc1ccc(N(CCO)CCO)cc1.O=S(=O)(O)O,-0.2184130526,G1
O=C([O-])[O-].O=C([O-])[O-].O=C([O-])[O-].[NH4+].[NH4+].[Zn+2].[Zn+2],-0.2897617622,G3
[Na+].[Na+].[SH-],0.3524906593,G1
CC(=O)[O-].CC(=O)[O-].[Ni+2],0.0005376801,G1
OC(C(F)(F)F)C(F)(F)F,0.020110333,G1
O=C(O)C1=CC(Nc2nc(NC3(S(=O)(=O)[O-])C=C(C(=O)O)C(O)=CC3)nc(NC3(S(=O)(=O)[O-])C=C(C(=O)O)C(O)=CC3)n2)(S(=O)(=O)[O-])CC=C1O.[Na+].[Na+].[Na+],-0.6896460114,G1
O=C[O-].O=C[O-].[Ca+2],0.1212110943,G1
CC(=O)OCCOC(C)=O,0.068474963,G5
Nc1c(S(=O)(=O)[O-])cc(Nc2ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc2)c2c1C(=O)c1ccccc1C2=O.[Na+].[Na+],-0.5639623965,G5
[As+3].[As+3].[O-2].[O-2].[O-2],-1.0458962962,G1
O=S(=O)([O-])c1ccccc1/C=C\c1ccc(-c2ccc(/C=C\c3ccccc3S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+],-1.504668533,G1
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,-1.1797979201,G1
CCCCOP(=O)(O)OCCCC,-1.0872511921,G3
C=COC,-0.5310304973,G3
C=C(C)C(=O)OCCOCC,-0.9674738601,G1
CCOC(=O)C(Cl)C(C)=O,-0.9859492465,G5
CCN1C(=O)C(C(N)=O)=C(C)/C(=N/Nc2cc(Nc3nc(Cl)nc(Nc4ccc(S(=O)(=O)[O-])c(Nc5nc(N)nc(Cl)n5)c4)n3)c(S(=O)(=O)[O-])cc2S(=O)(=O)[O-])C1=O.[Na+].[Na+].[Na+],-0.7590012125,G1
CCN(CC)CC(C)O,0.1021113643,G1
CC(N)=S,0.3363395335,G1
COCC(C)OC(C)=O,0.0830232388,G5
COc1cc(S(=O)(=O)[O-])c(C)cc1NC(=O)C(N=Nc1ccc(-c2nc3ccc(C)c(S(=O)(=O)[O-])c3s2)cc1)C(C)=O.[NH4+].[Na+],-0.6230624777,G1
CCCCOCCOCCOCOCCOCCOCCCC,-1.3016357757,G1
CC1OC(=O)C(C)OC1=O,-0.9360258625,G1
ClCBr,-0.8891641024,G2
NC(=O)c1ccccc1N,-0.9139223167,G1
CC/C=C\CCO,-0.7858548038,G3
COC1CCC=CO1,-0.853333105,G1
Cc1ncc(CO)c(CO)c1O.[Cl-].[H+],-0.1117125828,G3
O=C([O-])[O-].O=C([O-])[O-].OO.OO.OO.[Na+].[Na+].[Na+].[Na+],-0.3094338224,G5
CCCCCCCCCc1ccc(OCCOCCO)cc1,-0.3045102393,G1
N#CS.N=C(N)N,1.106488088,G5
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],-0.2838814083,G5
CC(C)C(C(=O)O)N1CCCNC1=O,-1.1028619258,G5
C=CC(C#N)OC(C)=O,-0.8986939452,G1
CC1CCCCC1O,-0.864495868,G1
CC(O)COc1ccccc1,-1.0034177306,G3
CN(CC(=O)O)C(=N)N,-0.9387416733,G3
Cc1ccccc1N,-0.8539252345,G4
CCCCC(CC)COCCCN,-1.096509119,G1
CC(C)CC=O,-0.7590833569,G5
N[C@@H](Cc1cnc[nH]1)C(=O)O.[Cl-].[H+],-0.1076498856,G1
O=P([O-])([O-])OP(=O)([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+],-0.3954232123,G1
O=C1C(O)=C(O)O[C@@H]1[C@H](O)C[O-].[Na+],-0.1325447734,G1
C=CC(=O)OCCOC,0.0439416784,G1
NNc1ccc(S(N)(=O)=O)cc1.[Cl-].[H+],-0.1912743698,G1
CN(C)C(N)=O,0.2124315669,G1
[Au+].[C-]#N.[C-]#N.[K+],-0.3042087283,G1
O=S(=O)([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(/C=C/c4ccc(N=Nc5ccc(/C=C/c6ccc(N=Nc7ccc(N=Nc8ccc(S(=O)(=O)[O-])cc8)cc7)cc6S(=O)(=O)[O-])c(S(=O)(=O)[O-])c5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)cc2)cc1.O=S(=O)([O-])c1ccc(N=Nc2ccc(N=Nc3ccc(/C=C/c4ccc(N=Nc5ccc(N=Nc6ccc(S(=O)(=O)[O-])cc6)cc5)cc4S(=O)(=O)[O-])c(S(=O)(=O)[O-])c3)cc2)cc1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],-1.2315456851,G1
O=C(O)C(O)c1ccccc1,-0.0321269405,G5
CC1(C)NC(=O)NC1=O,0.0384738201,G1
O=S(=O)(O)c1cccc(Nc2nc(NCCO)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(NCCO)nc(Nc6cccc(S(=O)(=O)O)c6)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)n2)c1.[Na+].[Na+].[Na+].[Na+],-0.8876904267,G1
O=P(O)(O)c1ccccc1,-1.0269230581,G4
CC1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccccc1C(=O)[O-].[Na+].[Na+],-1.491314993,G1
O=S(=O)([O-])c1ccc(Nc2nc(Cl)nc(Cl)n2)cc1.[Na+],-1.3810309201,G1
C=O.CC1CO1.CCCCCCCCCc1ccccc1O.OCCNCCO,-1.4630694907,G1
CCN(CC)c1ccc2cc(-c3n(C)c4ccccc4[n+]3C)c(=O)oc2c1.[Cl-],-1.4505613752000002,G1
CC(=O)CC(C)C,-0.8514795392,G5
COc1ccccc1N,-0.9443240129,G3
C=COCCOCCOC=C,-1.0530702077,G1
CN(c1ccc2c(c1)C=C(S(=O)(=O)[O-])/C(=N/Nc1ccccc1S(=O)(=O)[O-])C2=O)c1nc(Cl)nc(Nc2cccc(S(=O)(=O)[O-])c2)n1.[Na+].[Na+].[Na+],-0.7520299872,G1
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cu+2],0.8661228867,G1
c1cn[nH]c1,1.2878896498,G2
CC(=O)[O-].CCN(CC[N+](C)(C)CC(C)O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,-0.5731459846,G1
CCN(CC[N+](C)(C)CC(C)O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1.[Cl-],-0.5518943050999999,G1
O=C1CCC(C(=O)[O-])N1.O=C1CCC(C(=O)[O-])N1.[Cu+2],-0.384250204,G1
COc1cc(N=Nc2cccc(S(=O)(=O)[O-])c2)ccc1NC(=O)Nc1ccc(N=Nc2cccc(S(=O)(=O)[O-])c2)cc1OC.[Na+].[Na+],-0.714875651,G1
C=C(C)C(=O)OC(C)CO,-0.0449315461,G1
Cc1ccc2c(c1)OCC(=O)CO2,-1.1141554489,G1
CCOC(=O)c1ccnc(C(=O)OCC)c1,-1.2184148997,G1
O=S(=O)([O-])c1cc(Nc2nc(Nc3ccccc3)nc(N(CC[O-])CC[O-])n2)ccc1/C=C/c1ccc(Nc2nc(Nc3ccccc3)nc(N(CCO)CCO)n2)cc1S(=O)(=O)[O-].[K+].[K+].[Na+].[Na+],-1.8879601369,G1
CC(C)(O)C(=O)c1ccccc1,-1.0915320913,G1
CC1=CCC2C(=O)OC(=O)C2C1,-1.0999943697,G1
CCCCC(CC)CO.O=P(O)(O)O,-1.2377892845,G2
CCC(C)C=O,-0.8212312637000001,G1
CC(C)CN(C=O)CC(C)C,-1.082666634,G1
Cn1c(N)c(NC=O)c(=O)n(C)c1=O,-1.1831208545999998,G1
CCN(c1ccccc1)c1nc(Cl)nc(Nc2cc(S(=O)(=O)[O-])cc3c2C(=O)/C(=N/Nc2ccc(C)cc2S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C3)n1.[Na+].[Na+].[Na+],-0.8004343948,G1
C=CCOCC1CO1,0.049756882,G3
CCOC(=O)CC1(C)OCCO1,-0.1448235929,G1
COC1=C/C(=N/N(O)c2ccc(N/N=C3/C(=O)c4c(O)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(OC)c2)C=C/C1=N/N=C1\C(=O)c2c(O)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-].[Li+].[Li+].[Na+].[Na+],-0.9094796777,G1
[K+].[O-2].[O-2].[O-2].[V+5],-0.0465738269,G1
Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc2)c(S(=O)(=O)[O-])cc2c1C(=O)/C(=N/Nc1cc(Nc3nc(F)nc(F)c3Cl)ccc1S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C2.[Li+].[Li+].[Na+].[Na+],-0.9138010179,G1
O=C1/C(=N/Nc2ccc(S(=O)(=O)CCOS(=O)(=O)[O-])cc2)C(S(=O)(=O)[O-])=Cc2cc(S(=O)(=O)[O-])cc(Nc3nc(Cl)nc(Nc4cccc(S(=O)(=O)[O-])c4)n3)c21.[Na+].[Na+].[Na+].[Na+],-0.903187957,G1
COC(=O)CCC(=O)OC,-0.0752231636,G5
O=C(OCC1CO1)C1CC=CCC1C(=O)OCC1CO1,-1.3401088604,G1
CC(=O)[CH-]C(C)=O.[CH2-]C(=O)CC(C)=O.[Ca+2],-1.2665270421,G1
C=C(Br)C(=O)Nc1ccc(NNC2=C3C(=O)C=C(S(=O)(=O)[O-])C=C3C=CC2=N)c(S(=O)(=O)[O-])c1.[Na+].[Na+],-1.6785332004,G1
N#Cc1ccc(O)c(O)c1,-1.0235160951,G3
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,-1.4186392601,G1
Nc1ccc(S(=O)(=O)O)cc1,-1.1412730253,G5
COC1CCCC1,-0.9037886388,G1
Nc1ccc(S(=O)(=O)O)cc1N,-1.1812163945,G1
O=N/C=C1\C=CC=CN1,-1.0004518583,G1
O=C1NC(=O)C2CC=CCC12,-1.0930914177,G1
CC1=CC(=O)CC(C)(C)C1,-1.0613582209,G3
Cc1cccc(N)c1,-0.9508352475,G5
CCN(CC)c1ccc(C(c2ccc(N(CC)CC)cc2)c2c(S(=O)(=O)O)ccc3ccc(S(=O)(=O)O)cc23)cc1,-0.6984761494,G1
CCC(C)(C)O,0.1266596907,G5
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Rh+3],0.6074112618999999,G1
NC(N)=S,0.188516266,G5
O=C(Nc1cc(S(=O)(=O)[O-])cc2c1C(=O)/C(=N/Nc1ccc3c(CNc4nc(F)nc(F)c4Cl)cccc3c1S(=O)(=O)[O-])C(S(=O)(=O)[O-])=C2)c1ccccc1.[Li+].[Na+].[Na+],-0.8900865081,G1
Oc1cccc(O)c1,1.0034883278,G5
CCCCCCCCCCCCCCCC[n+]1ccccc1.[Cl-],-0.4861495515,G1
C=CCOCC(CC)(CO)CO,-0.1997551773,G1
CSCCC(O)C#N,-0.07654114990000001,G1
CC(C)=CC=O,0.1165037469,G1
C#CC(C)(O)CC(C)C,-1.0365979243,G1
O=CC1CC=CCC1,-0.9775501681,G1
O=C1CC(=O)NC(=O)N1,-1.0486616392,G3
OCCCCCCCl,-1.0824421952,G1
N#CCCCCCCC#N,-1.0810922867,G1
CC(C)C1(C)N=C(c2ncccc2C(=O)O)NC1=O,-1.3640293861,G1
CC/C=C\C#N,-0.8598992117,G1
c1ccc(C2=[NH+]CCN2)cc1,-1.1265180752,G1
OCC1CC2CC1C1CCC(CO)C21,-1.2515054899,G1
O=C(O)[C@H](O)c1ccccc1,-0.14166676220000002,G1
COC1OC(CO)C(O)C(O)C1O,0.7452125491,G3
ClCC1CO1.OCC#CCO,0.7778715429,G2
CC1CCOC1,0.0901312493,G1
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Cr+3],0.6456305496,G1
C=CSC(C)O,0.0054931194,G1
Nc1ccc(N=Nc2ccc(N=Nc3c(S(=O)(=O)[O-])cc4c(c3N)C(=O)/C(=N/Nc3ccccc3)C(S(=O)(=O)[O-])=C4)cc2)c(N)c1.[Na+].[Na+],-0.827397585,G1
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],-0.5054187441,G5
C[N+](=O)[O-],0.2335017655,G3
O=[N+]([O-])[O-].O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Sm+3],0.4860173873,G5
C#CC(C)(O)CC,0.0167319924,G5
